id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
16788,Thompson,tube,10.34,4815.0,-0.1491,10.3,9.218,762.0,4.5
16789,Janssen,annulus,9.65,2173.925,,6.4,15.9,914.0,10.2
16790,Thompson,tube,6.89,7378.0,-0.0035,10.3,9.218,762.0,6.8
16791,Thompson,tube,3.45,7893.0,0.1402,10.3,10.3,762.0,4.7
16792,Peskov,tube,10.0,4750.0,0.0091,10.0,10.0,1009.29,3.2
16793,Thompson,tube,6.89,7432.0,,10.3,10.3,794.0,2.6
16794,Thompson,tube,13.79,929.0,0.0747,7.7,7.7,680.588,1.3
16795,Weatherhead,tube,13.79,2618.0,0.0936,7.7,7.7,457.0,1.8
16796,Thompson,tube,13.79,2862.0,-0.0833,9.218,9.218,318.0,4.7
16797,Beus,annulus,12.597,3678.0,,5.6,15.2,2134.0,2.3
16798,Richenderfer,plate,6.89,1000.0,-0.0407,15.0,120.0,10.0,4.1
16799,Beus,annulus,13.79,1409.0,-0.0416,5.6,15.2,2134.0,5.0
16800,Weatherhead,tube,13.79,686.0,0.0145,11.1,11.1,457.0,2.5
16801,Thompson,tube,6.93,3865.0,-0.0657,9.218,5.6,432.0,7.2
16802,Thompson,tube,10.26,4096.0,,10.8,10.8,432.0,5.2
16803,Thompson,tube,10.34,7934.0,-0.0997,10.3,10.3,762.0,3.9
16804,Thompson,tube,6.86,4069.0,0.0613,5.6,5.6,432.0,3.4
16805,Thompson,tube,10.34,7880.0,0.0196,10.3,10.3,762.0,2.3
16806,Thompson,tube,6.89,1926.0,-0.0264,9.218,37.5,680.588,4.8
16807,Beus,annulus,13.79,3665.0,0.0253,5.6,5.6,2134.0,2.2
16808,Thompson,tube,13.79,1233.0,0.0778,7.8,7.8,591.0,2.4
16809,Thompson,tube,11.0,1336.0,,11.5,11.5,680.588,2.6
16810,Weatherhead,tube,13.79,1356.0,,11.1,11.1,457.0,2.1
16811,Thompson,tube,6.89,3933.0,,10.3,10.3,794.0,9.0
16812,Janssen,annulus,6.89,3079.0,0.0496,8.5,24.6,1778.0,2.0
16813,Thompson,tube,6.86,2034.0,,10.8,10.8,432.0,5.4
16814,Thompson,tube,6.89,4069.0,,5.6,5.6,432.0,5.0
16815,Janssen,annulus,6.92,2292.0,0.0288,22.2,96.3,1740.109,4.7
16816,Weatherhead,tube,13.79,1336.0,,7.7,7.7,457.0,2.1
16817,Williams,tube,13.79,4056.0,,9.5,9.5,1836.0,1.8
16818,Thompson,tube,10.26,2929.0,,9.218,9.218,152.0,5.3
16819,Thompson,tube,4.93,4882.0,,5.6,9.218,432.0,4.9
16820,Thompson,tube,6.89,3825.0,-0.0229,10.3,10.3,680.588,4.9
16821,Thompson,tube,13.79,3404.0,,7.8,7.8,591.0,2.5
16822,Peskov,tube,18.0,2509.0,-0.0187,10.0,10.0,893.0,3.6
16823,Peskov,tube,6.89,1944.0,-0.0465,10.0,10.0,400.0,4.8
16824,Thompson,tube,6.89,6618.0,,10.3,10.3,680.588,6.4
16825,Thompson,tube,12.07,2590.0,-0.0415,1.9,1.9,152.0,5.8
16826,Thompson,tube,6.89,7785.0,-0.0102,10.3,10.3,794.0,6.4
16827,Weatherhead,tube,13.79,350.0,,9.127,11.1,457.0,2.1
16828,Peskov,tube,14.235,2034.0,-0.1265,10.0,10.0,1009.29,3.6
16829,Thompson,tube,11.03,3391.0,-0.1184,9.218,11.5,914.0,4.9
16830,Thompson,tube,11.0,3315.69,0.0586,9.3,9.3,680.588,3.6
16831,Thompson,tube,6.89,7880.0,0.0196,10.3,10.3,794.0,4.8
16832,Thompson,tube,13.79,4164.0,-0.072,4.7,4.7,305.0,3.2
16833,Janssen,annulus,6.89,1519.0,0.0797,12.7,42.3,1778.0,3.0
16834,Beus,annulus,13.79,675.0,,5.6,15.2,2134.0,2.5
16835,Beus,annulus,15.51,3701.0,0.0536,5.6,15.2,2134.0,2.0
16836,Thompson,tube,11.03,3404.0,0.0766,11.5,11.5,680.588,2.5
16837,Thompson,tube,10.26,553.0,-0.0158,9.218,38.1,737.0,3.1
16838,Thompson,tube,6.89,3315.69,,23.6,23.6,680.588,3.8
16839,Beus,annulus,13.79,1344.0,0.1274,5.6,15.2,2134.0,1.0
16840,Mortimore,annulus,11.61,1356.0,,5.0,13.3,2134.0,1.0
16841,Thompson,tube,13.79,933.0,-0.1224,9.218,7.8,591.0,2.2
16842,Thompson,tube,13.79,666.0,-0.0412,7.7,7.7,680.588,4.9
16843,Weatherhead,tube,13.79,686.0,,11.1,9.127,457.0,2.2
16844,Janssen,annulus,7.0,2794.0,0.0674,6.4,15.9,914.0,2.7
16845,Thompson,tube,10.26,910.0,,4.7,4.7,318.0,2.5
16846,Janssen,annulus,6.9,3038.0,,8.5,34.52,1778.0,2.9
16847,Peskov,tube,12.0,1000.0,,10.0,10.0,1000.0,4.2
16848,Thompson,tube,17.24,2889.0,-0.1258,1.9,9.218,680.588,2.8
16849,Beus,annulus,15.17,3669.0,,5.6,15.9,2134.0,1.8
16850,Thompson,tube,6.89,7514.0,,37.5,37.5,1953.0,2.6
16851,Thompson,tube,13.79,1682.0,,7.7,7.7,457.0,5.2
16852,Thompson,tube,3.9,4055.0,0.12,10.8,10.8,680.588,1.2
16853,Thompson,tube,13.79,933.0,,4.7,4.7,318.0,2.9
16854,Thompson,tube,6.89,1899.0,,9.218,12.8,1930.0,3.4
16855,Janssen,annulus,9.72,5547.0,-0.0404,12.7,38.1,914.0,3.1
16856,Thompson,tube,15.51,3315.69,0.0202,9.218,1.9,152.0,2.1
16857,Williams,tube,13.79,1492.0,,9.5,9.5,1836.0,2.9
16858,Richenderfer,plate,0.51,2000.0,-0.0407,1.9,1.9,10.0,8.1
16859,Thompson,tube,7.14,1858.0,-0.0925,10.8,10.8,216.0,4.8
16860,Janssen,annulus,6.91,2292.0,,8.5,34.52,2743.0,2.6
16861,Weatherhead,tube,13.79,912.0,-0.0202,7.7,7.7,457.0,9.1
16862,Thompson,tube,13.79,3974.0,-0.0762,4.7,4.7,318.0,4.3
16863,Beus,annulus,15.51,2717.0,,5.6,15.2,2134.0,1.8
16864,Thompson,tube,10.34,7734.0,,10.3,10.3,762.0,7.3
16865,Thompson,tube,8.89,2034.0,0.0583,11.5,11.5,1524.0,2.3
16866,Thompson,tube,13.79,3648.0,,4.7,9.218,318.0,1.8
16867,Janssen,annulus,6.89,2173.925,,10.929,34.52,914.0,6.5
16868,Beus,annulus,15.51,1354.0,-0.0511,5.6,15.2,2134.0,4.0
16869,Peskov,tube,14.0,1000.0,0.0103,10.0,10.0,890.0,3.2
16870,Weatherhead,tube,13.79,1370.0,-0.0137,7.7,7.7,457.0,2.1
16871,Thompson,tube,13.79,1214.0,,3.0,3.0,100.0,2.5
16872,Inasaka,tube,18.27,861.0,-0.1224,3.0,3.0,35.0,2.5
16873,Thompson,tube,13.79,2034.0,,7.7,7.7,457.0,2.9
16874,Thompson,tube,13.79,4069.0,,4.7,4.7,1359.0,2.0
16875,Thompson,tube,13.79,3315.69,0.0196,7.7,7.7,457.0,1.6
16876,Janssen,annulus,5.51,1519.0,,12.7,42.3,1778.0,3.1
16877,Thompson,tube,13.79,3838.0,-0.0123,1.9,9.218,680.588,6.6
16878,Thompson,tube,13.79,3315.69,,4.7,4.7,680.588,3.9
16879,Thompson,tube,0.1,932.0,,9.218,1.0,25.0,5.5
16880,Richenderfer,plate,0.51,1500.0,0.0392,15.0,120.0,10.0,5.3
16881,Thompson,tube,7.03,4062.0,0.0022,10.8,10.8,432.0,4.2
16882,Weatherhead,tube,13.79,1356.0,,11.1,9.127,457.0,1.9
16883,Thompson,tube,13.79,1313.0,,9.218,5.7,625.0,7.1
16884,Peskov,tube,14.235,2642.705,,10.0,10.0,565.0,4.1
16885,Thompson,tube,13.79,685.0,0.1282,7.8,7.8,591.0,1.9
16886,Thompson,tube,6.86,4096.0,-0.0492,9.218,10.8,432.0,5.3
16887,Thompson,tube,6.89,6198.0,-0.0596,9.218,10.3,794.0,6.2
16888,Janssen,annulus,6.89,2319.0,0.0085,10.929,38.1,1740.109,3.1
16889,Beus,annulus,13.79,1409.0,,5.6,15.2,2134.0,4.8
16890,Thompson,tube,13.79,3770.0,0.129,4.7,4.7,318.0,4.6
16891,Thompson,tube,10.26,5262.0,-0.0071,10.3,10.3,762.0,4.4
16892,Janssen,annulus,6.89,2319.0,0.0369,12.7,38.1,914.0,3.3
16893,Peskov,tube,16.0,2642.705,0.0311,10.0,10.0,893.0,1.3
16894,Thompson,tube,13.79,3315.69,0.0876,4.6,4.6,295.0,2.5
16895,Janssen,annulus,6.92,5655.0,,22.2,96.3,1778.0,4.3
16896,Thompson,tube,10.26,1031.0,-0.0684,10.3,10.3,680.588,3.8
16897,Janssen,annulus,6.99,382.0,0.0297,22.2,96.3,1778.0,3.7
16898,Thompson,tube,18.96,2862.0,-0.1556,9.218,1.9,680.588,3.5
16899,Thompson,tube,10.26,2723.0,-0.0154,9.5,9.5,1836.0,2.2
16900,Thompson,tube,10.26,1736.0,,7.8,7.8,591.0,2.3
16901,Thompson,tube,13.79,6239.0,-0.0105,4.7,4.7,318.0,9.0
16902,Williams,tube,13.14,4059.0,0.0147,9.5,9.5,1836.0,2.7
16903,Weatherhead,tube,13.79,2007.0,0.0593,7.7,7.7,457.0,1.0
16904,Thompson,tube,10.26,3315.69,-0.0071,9.218,5.7,625.0,2.0
16905,Thompson,tube,6.89,2712.0,0.1144,9.218,23.6,1972.0,2.3
16906,Weatherhead,tube,13.79,2550.0,,7.7,9.127,457.0,4.6
16907,Thompson,tube,13.79,4964.0,0.0103,4.7,4.7,318.0,4.4
16908,Thompson,tube,10.26,1286.0,-0.1339,3.0,3.0,150.0,1.5
16909,Thompson,tube,6.89,2712.0,-0.0735,23.6,23.6,1972.0,4.5
16910,Thompson,tube,6.83,3315.69,,10.8,10.8,1727.0,2.6
16911,Thompson,tube,13.79,1655.0,0.0936,9.218,7.7,680.588,2.8
16912,Thompson,tube,3.45,5249.0,0.0247,5.7,5.7,625.0,2.8
16913,Thompson,tube,18.96,2875.0,-0.0158,1.9,1.9,696.0,2.1
16914,Thompson,tube,6.86,3315.69,-0.0492,9.218,10.8,680.588,5.5
16915,Thompson,tube,13.79,3906.0,-0.1437,1.9,1.9,152.0,4.9
16916,Thompson,tube,13.79,1316.0,-0.1046,4.7,4.7,318.0,3.9
16917,Thompson,tube,13.79,2373.0,0.0981,7.8,7.8,591.0,2.5
16918,Thompson,tube,6.89,7432.0,,10.3,10.3,680.588,7.9
16919,Thompson,tube,13.79,6971.0,-0.0408,10.3,10.3,680.588,5.9
16920,Thompson,tube,18.27,857.0,-0.0466,3.0,3.0,150.0,1.9
16921,Thompson,tube,7.0,3770.0,0.0511,10.8,10.8,864.0,4.3
16922,Thompson,tube,13.79,3315.69,-0.1005,7.7,7.7,457.0,2.5
16923,Thompson,tube,13.79,6022.0,,4.7,4.7,680.588,3.6
16924,Thompson,tube,17.24,2455.0,,1.9,1.9,152.0,2.0
16925,Janssen,annulus,6.89,2767.0,,12.7,34.52,914.0,3.0
16926,Weatherhead,tube,13.79,2034.0,,7.7,7.7,457.0,2.3
16927,Thompson,tube,12.38,7866.0,0.08,10.3,10.3,762.0,1.8
16928,Williams,tube,15.17,2837.31,0.0997,9.5,9.5,1836.0,6.5
16929,Thompson,tube,13.79,1655.0,0.0648,4.7,4.7,318.0,2.9
16930,Thompson,tube,7.14,2889.0,-0.1257,4.6,4.6,229.0,8.0
16931,Thompson,tube,13.79,3315.69,0.0808,9.218,7.7,457.0,1.9
16932,Thompson,tube,12.07,3296.0,-0.0331,9.218,1.9,696.0,3.2
16933,Thompson,tube,6.89,1351.0,-0.1184,37.5,37.5,1953.0,3.8
16934,Thompson,tube,13.79,3315.69,0.0928,7.7,7.7,457.0,2.7
16935,Thompson,tube,6.89,5479.0,,9.218,23.6,1972.0,3.2
16936,Thompson,tube,6.72,1031.0,0.0045,10.8,10.8,432.0,4.3
16937,Janssen,annulus,6.89,2292.0,0.0907,12.7,42.3,2743.0,2.1
16938,Thompson,tube,6.86,3784.0,-0.0257,10.8,10.8,216.0,3.1
16939,Thompson,tube,13.79,2685.0,0.0145,7.7,7.7,457.0,2.5
16940,Janssen,annulus,7.0,2278.0,,8.5,22.3,2743.0,3.8
16941,Janssen,annulus,5.51,1519.0,0.0054,12.7,42.3,1778.0,4.3
16942,Weatherhead,tube,13.79,1351.0,-0.1334,7.7,7.7,457.0,3.6
16943,Thompson,tube,10.34,4842.0,-0.0029,10.3,10.3,762.0,4.0
16944,Weatherhead,tube,13.79,2007.0,,11.1,11.1,457.0,1.8
16945,Thompson,tube,6.79,4001.0,-0.0801,10.8,10.8,432.0,3.9
16946,Janssen,annulus,6.75,2794.0,-0.0373,10.929,15.9,914.0,4.0
16947,Thompson,tube,18.96,1221.0,-0.1208,1.9,1.9,152.0,1.5
16948,Thompson,tube,13.79,2699.0,-0.0222,7.7,7.7,457.0,3.4
16949,Williams,tube,13.14,4059.0,0.0667,9.5,9.5,1836.0,2.6
16950,Beus,annulus,13.79,2731.0,0.087,5.6,15.2,2134.0,1.9
16951,Weatherhead,tube,13.79,1383.0,0.0144,7.7,9.127,457.0,2.4
16952,Weatherhead,tube,13.79,1349.0,-0.0103,11.1,11.1,457.0,2.8
16953,Thompson,tube,17.24,1221.0,-0.0156,1.9,1.9,152.0,1.8
16954,Weatherhead,tube,13.79,1356.0,,11.1,9.127,457.0,2.6
16955,Thompson,tube,13.79,5696.0,-0.0424,4.7,4.7,305.0,7.3
16956,Thompson,tube,0.1,3315.69,0.0537,1.0,1.0,38.0,5.8
16957,Thompson,tube,6.79,3838.0,,10.8,10.8,432.0,4.9
16958,Peskov,tube,13.79,4986.0,-0.2653,7.7,7.7,457.0,9.3
16959,Thompson,tube,10.26,1370.0,-0.1965,7.7,7.7,457.0,4.1
16960,Beus,annulus,7.0,2717.0,0.1233,5.6,15.2,2134.0,2.7
16961,Thompson,tube,6.89,968.0,0.0123,23.6,9.218,610.0,6.9
16962,Thompson,tube,6.89,7432.0,,10.3,10.3,794.0,6.6
16963,Williams,tube,13.79,4069.0,,9.5,9.5,1836.0,1.4
16964,Weatherhead,tube,13.79,705.0,,7.7,7.7,457.0,2.9
16965,Thompson,tube,6.89,3852.0,0.0008,5.6,5.6,216.0,4.6
16966,Thompson,tube,6.89,2726.0,-0.0379,23.6,23.6,610.0,5.4
16967,Janssen,annulus,7.0,1519.0,0.1001,8.5,22.3,1829.0,3.8
16968,Beus,annulus,15.51,1356.0,,5.6,15.2,2134.0,1.0
16969,Peskov,tube,12.0,1000.0,0.0406,10.0,10.0,565.0,3.7
16970,Thompson,tube,3.45,7554.0,,9.218,10.3,762.0,5.0
16971,Thompson,tube,10.34,6035.0,-0.1225,10.3,9.218,762.0,6.2
16972,Weatherhead,tube,13.79,658.0,0.0392,11.1,11.1,457.0,2.8
16973,Thompson,tube,13.79,1410.0,,9.218,7.8,591.0,2.0
16974,Weatherhead,tube,13.79,705.0,0.1524,7.7,7.7,457.0,2.4
16975,Richenderfer,plate,0.1,1500.0,,15.0,120.0,10.0,2.9
16976,Thompson,tube,10.26,1505.0,,9.218,7.8,591.0,2.7
16977,Thompson,tube,6.89,3933.0,-0.0109,10.3,10.3,680.588,4.2
16978,Janssen,annulus,6.89,1519.0,,12.7,42.3,2743.0,2.0
16979,Thompson,tube,18.27,3315.69,-0.1184,3.0,3.0,150.0,14.7
16980,Thompson,tube,13.79,1533.0,0.0336,7.8,9.218,591.0,2.3
16981,Janssen,annulus,7.0,753.0,,12.7,34.52,1778.0,4.4
16982,Janssen,annulus,6.89,2730.0,0.0476,6.4,15.9,914.0,2.6
16983,Thompson,tube,13.79,1370.0,0.1936,7.7,7.7,457.0,1.7
16984,Thompson,tube,10.26,1370.0,-0.001,7.8,7.8,591.0,2.5
16985,Thompson,tube,18.27,861.0,-0.1199,3.0,3.0,150.0,1.8
16986,Beus,annulus,15.51,2710.0,,5.6,15.2,2134.0,2.3
16987,Beus,annulus,11.03,2710.0,,5.6,15.2,2134.0,2.6
16988,Thompson,tube,6.72,4069.0,-0.0801,10.8,9.218,432.0,8.0
16989,Peskov,tube,18.0,2217.0,-0.1184,10.0,10.0,1650.0,3.2
16990,Thompson,tube,6.89,3315.69,,23.6,23.6,610.0,2.0
16991,Janssen,annulus,6.89,549.0,,12.7,34.52,1740.109,5.8
16992,Weatherhead,tube,13.79,2699.0,0.0145,7.7,9.127,457.0,2.4
16993,Thompson,tube,10.26,4056.0,0.0403,10.8,10.8,864.0,4.2
16994,Beus,annulus,15.51,1356.0,0.1219,5.6,15.2,2134.0,1.8
16995,Janssen,annulus,6.98,1587.0,-0.0185,8.5,22.3,2591.0,2.1
16996,Thompson,tube,6.89,6985.0,-0.0601,9.218,10.3,680.588,5.0
16997,Thompson,tube,13.79,3315.69,,7.8,7.8,591.0,2.3
16998,Thompson,tube,6.89,7473.0,,23.6,23.6,610.0,4.9
16999,Thompson,tube,10.34,3947.0,,9.218,9.218,762.0,3.0
17000,Williams,tube,11.03,1000.0,0.0644,9.5,9.5,1836.0,2.1
17001,Thompson,tube,6.79,1899.0,0.0487,10.8,10.8,432.0,5.0
17002,Thompson,tube,10.96,2672.0,,11.5,11.5,1524.0,2.8
17003,Thompson,tube,13.79,3315.69,0.1373,4.6,4.6,295.0,3.0
17004,Weatherhead,tube,13.79,2034.0,,7.7,7.7,457.0,4.7
17005,Thompson,tube,6.89,6049.0,,10.3,9.218,762.0,6.7
17006,Thompson,tube,12.07,3201.0,-0.0442,9.218,1.9,152.0,4.5
17007,Beus,annulus,13.79,1355.0,0.0537,5.6,15.2,2134.0,2.0
17008,Weatherhead,tube,13.79,1434.78,-0.0158,11.1,11.1,457.0,2.1
17009,Weatherhead,tube,13.79,1343.0,,11.1,11.1,457.0,2.4
17010,Thompson,tube,6.89,1214.0,,3.6,3.6,680.588,4.8
17011,Thompson,tube,6.89,7473.0,0.0221,37.5,37.5,1953.0,2.5
17012,Janssen,annulus,9.65,5588.0,0.0344,6.4,15.9,914.0,3.2
17013,Weatherhead,tube,13.79,1356.0,,9.127,9.127,457.0,3.9
17014,Thompson,tube,6.89,6781.0,,10.3,10.3,762.0,4.3
17015,Weatherhead,tube,13.79,1344.0,0.0972,11.1,11.1,457.0,2.9
17016,Thompson,tube,3.9,4069.0,-0.0274,10.8,10.8,864.0,2.7
17017,Weatherhead,tube,13.79,2034.0,,9.127,11.1,457.0,2.7
17018,Thompson,tube,6.89,2658.0,,37.5,37.5,1953.0,2.7
17019,Thompson,tube,6.89,3797.0,,23.6,23.6,610.0,1.7
17020,Thompson,tube,13.79,4774.0,0.0001,4.7,4.7,305.0,4.6
17021,Thompson,tube,10.26,4055.0,0.0126,10.8,9.218,432.0,5.8
17022,Peskov,tube,14.0,1000.0,0.0449,10.0,10.0,565.0,1.8
17023,Thompson,tube,10.26,3315.69,0.0235,10.8,10.8,864.0,2.2
17024,Janssen,annulus,6.89,5588.0,0.064,6.4,15.9,914.0,2.3
17025,Thompson,tube,3.45,4986.0,,10.3,10.3,762.0,5.1
17026,Beus,annulus,13.79,1345.0,0.1622,5.6,15.2,2134.0,1.5
17027,Thompson,tube,6.72,2021.0,0.0804,9.218,10.8,864.0,4.5
17028,Thompson,tube,0.1,2848.0,-0.0434,1.0,1.0,38.0,9.2
17029,Thompson,tube,13.79,1899.0,,7.8,7.8,591.0,2.8
17030,Thompson,tube,13.79,1290.0,0.0808,7.7,7.7,457.0,2.4
17031,Thompson,tube,11.0,3391.0,,11.5,11.5,914.0,2.5
17032,Peskov,tube,14.0,2642.705,,10.0,10.0,890.0,1.5
17033,Thompson,tube,13.79,1062.0,,4.7,4.7,318.0,3.9
17034,Janssen,annulus,7.0,1546.0,,8.5,22.3,2591.0,1.0
17035,Thompson,tube,3.86,3315.69,0.0831,10.8,9.218,432.0,3.6
17036,Weatherhead,tube,13.79,1434.78,-0.0898,11.1,11.1,457.0,3.9
17037,Weatherhead,tube,13.79,1345.0,0.1282,11.1,11.1,457.0,1.6
17038,Thompson,tube,13.79,3315.69,-0.0487,7.7,7.7,457.0,8.4
17039,Thompson,tube,13.79,3315.69,,4.6,4.6,295.0,1.6
17040,Thompson,tube,6.89,1533.0,0.0841,4.6,4.6,680.588,2.6
17041,Thompson,tube,17.24,3621.0,-0.0438,1.9,1.9,152.0,3.3
17042,Thompson,tube,15.51,2034.0,,1.9,1.9,152.0,2.9
17043,Weatherhead,tube,13.79,1434.78,,7.7,7.7,457.0,4.1
17044,Thompson,tube,12.07,4001.0,-0.0045,1.9,1.9,152.0,4.2
17045,Thompson,tube,12.07,3201.0,-0.0501,1.9,1.9,152.0,6.2
17046,Beus,annulus,13.79,2310.25,0.1622,5.6,15.2,2134.0,1.6
17047,Thompson,tube,10.26,3811.0,,1.9,1.9,152.0,3.6
17048,Weatherhead,tube,13.79,1682.0,-0.0593,7.7,7.7,457.0,3.6
17049,Thompson,tube,6.89,3255.0,0.1131,4.7,4.7,318.0,6.0
17050,Janssen,annulus,6.89,2319.0,0.0197,12.7,38.1,914.0,4.3
17051,Thompson,tube,13.79,6144.0,-0.0187,4.7,4.7,318.0,4.5
17052,Janssen,annulus,6.91,1519.0,0.1341,8.5,22.3,1829.0,2.1
17053,Thompson,tube,13.79,7215.0,-0.1153,9.218,9.218,625.0,5.4
17054,Peskov,tube,12.0,4986.0,,10.0,10.0,1000.0,4.8
17055,Peskov,tube,12.0,1944.0,-0.0629,10.0,10.0,1000.0,4.3
17056,Thompson,tube,6.79,4014.0,-0.135,9.218,10.8,216.0,5.3
17057,Williams,tube,11.03,4092.0,0.1517,9.5,9.5,1836.0,2.0
17058,Williams,tube,11.03,2794.0,,9.5,9.5,1836.0,4.5
17059,Thompson,tube,6.79,3838.0,,9.218,10.8,432.0,4.3
17060,Thompson,tube,13.79,1709.0,0.0133,7.8,7.8,591.0,2.4
17061,Thompson,tube,13.79,2760.0,,4.7,4.7,305.0,2.8
17062,Thompson,tube,10.26,3784.0,-0.137,9.218,4.7,680.588,7.3
17063,Thompson,tube,6.89,2021.0,,11.5,11.5,1143.0,2.5
17064,Thompson,tube,13.79,3255.0,0.1415,1.9,1.9,152.0,2.3
17065,Beus,annulus,12.597,2310.25,,5.6,15.2,2134.0,2.0
17066,Janssen,annulus,7.0,3700.0,0.0032,10.929,15.9,1740.109,3.5
17067,Thompson,tube,6.89,4204.0,0.099,5.6,9.218,432.0,4.6
17068,Thompson,tube,13.79,3315.69,-0.0134,9.218,1.9,152.0,7.8
17069,Thompson,tube,10.34,7880.0,-0.0134,10.3,10.3,680.588,4.5
17070,Thompson,tube,6.72,2034.0,,10.8,10.8,432.0,3.2
17071,Thompson,tube,10.26,3315.69,,9.218,7.7,457.0,3.0
17072,Thompson,tube,18.96,2089.0,-0.2044,1.9,1.9,696.0,2.4
17073,Janssen,annulus,6.89,5371.0,-0.0404,12.7,38.1,914.0,3.4
17074,Williams,tube,15.17,3065.0,0.1282,9.5,9.5,1836.0,2.0
17075,Thompson,tube,10.26,1316.0,,3.6,3.6,76.0,4.3
17076,Thompson,tube,6.89,5723.0,,10.3,10.3,794.0,5.0
17077,Thompson,tube,17.24,3648.0,-0.0874,1.9,1.9,152.0,3.5
17078,Peskov,tube,10.0,1356.0,-0.0297,10.0,10.0,400.0,5.2
17079,Weatherhead,tube,13.79,2563.0,0.0484,7.7,7.7,457.0,2.1
17080,Thompson,tube,13.79,5384.0,,9.218,4.7,318.0,3.2
17081,Thompson,tube,10.26,4055.0,0.0863,10.8,10.8,864.0,2.5
17082,Thompson,tube,6.79,4001.0,,10.8,10.8,432.0,3.9
17083,Richenderfer,plate,6.86,2000.0,,15.0,120.0,10.0,3.1
17084,Thompson,tube,6.89,1336.0,0.0816,23.6,23.6,1972.0,2.4
17085,Thompson,tube,8.27,3315.69,-0.0846,3.6,3.6,680.588,3.4
17086,Thompson,tube,13.79,7690.0,-0.2001,4.7,4.7,318.0,3.5
17087,Thompson,tube,9.65,1912.0,0.0052,37.5,37.5,680.588,3.7
17088,Thompson,tube,3.45,1316.0,-0.0429,9.218,5.7,625.0,4.5
17089,Thompson,tube,6.89,1336.0,,23.6,23.6,610.0,3.4
17090,Peskov,tube,16.0,2439.0,-0.1042,10.0,10.0,1650.0,1.7
17091,Thompson,tube,10.26,1288.0,0.1244,9.218,4.6,680.588,6.5
17092,Beus,annulus,12.597,2717.0,-0.082,5.6,15.2,2134.0,2.3
17093,Peskov,tube,18.0,2642.705,-0.1392,10.0,10.0,1650.0,2.1
17094,Thompson,tube,18.96,3458.0,-0.0512,1.9,1.9,696.0,2.8
17095,Thompson,tube,6.93,4055.0,,10.8,10.8,864.0,2.6
17096,Thompson,tube,6.89,3757.0,0.0003,10.3,10.3,680.588,4.4
17097,Thompson,tube,13.79,1356.0,0.0148,7.8,7.8,591.0,2.5
17098,Thompson,tube,13.79,3315.69,,4.6,4.6,318.0,2.4
17099,Thompson,tube,13.79,2658.0,,7.8,7.8,591.0,2.3
17100,Thompson,tube,6.93,4055.0,0.0127,9.218,9.218,680.588,3.8
17101,Weatherhead,tube,13.79,1434.78,0.0808,11.1,11.1,457.0,2.3
17102,Thompson,tube,6.89,5601.0,-0.0553,10.3,10.3,794.0,5.6
17103,Janssen,annulus,6.89,5615.0,,6.4,15.9,914.0,4.5
17104,Thompson,tube,13.79,2360.0,,7.8,9.218,591.0,4.8
17105,Weatherhead,tube,13.79,1221.0,-0.1756,1.9,1.9,457.0,3.5
17106,Thompson,tube,6.89,3960.0,,10.3,9.218,762.0,4.0
17107,Thompson,tube,13.79,1021.0,0.009,7.8,7.8,591.0,3.0
17108,Thompson,tube,6.89,1926.0,,23.6,23.6,1972.0,2.5
17109,Peskov,tube,14.0,1000.0,-0.0925,10.0,10.0,565.0,3.7
17110,Thompson,tube,13.79,1736.0,0.0868,7.8,7.8,591.0,2.0
17111,Thompson,tube,13.79,3315.69,-0.1515,9.218,1.9,696.0,3.9
17112,Thompson,tube,11.03,2034.0,0.0582,11.5,11.5,914.0,2.0
17113,Janssen,annulus,7.0,5600.0,0.0334,6.4,15.9,914.0,2.5
17114,Weatherhead,tube,13.79,1994.0,,11.1,11.1,457.0,2.0
17115,Williams,tube,11.03,4062.0,0.023,9.5,9.5,1836.0,2.3
17116,Beus,annulus,15.51,3673.0,,5.6,15.2,2134.0,3.1
17117,Thompson,tube,13.79,1339.0,,7.7,7.7,457.0,1.9
17118,Thompson,tube,10.34,7866.0,-0.1684,9.218,10.3,762.0,9.7
17119,Inasaka,tube,0.548571,842.0,-0.1204,3.0,3.0,150.0,1.5
17120,Thompson,tube,13.79,4910.0,,4.7,9.218,680.588,5.0
17121,Weatherhead,tube,13.79,666.0,,9.127,7.7,457.0,1.3
17122,Janssen,annulus,6.9,1132.0,,8.5,22.3,2591.0,2.1
17123,Thompson,tube,13.79,3315.69,-0.1224,4.7,4.7,318.0,2.8
17124,Thompson,tube,6.83,2034.0,0.0129,10.8,10.8,680.588,4.6
17125,Williams,tube,13.79,3404.0,0.0854,9.5,9.5,1836.0,2.5
17126,Thompson,tube,10.26,3315.69,0.0867,10.3,10.3,762.0,4.3
17127,Thompson,tube,3.45,7554.0,,9.218,9.218,762.0,4.6
17128,Inasaka,tube,2.63,2563.0,0.0047,3.0,3.0,100.0,4.0
17129,Thompson,tube,13.79,1352.0,-0.0518,5.6,5.6,457.0,2.5
17130,Thompson,tube,10.34,7690.0,,9.218,10.3,762.0,5.4
17131,Beus,annulus,12.597,3677.0,,5.6,15.2,2134.0,2.1
17132,Peskov,tube,14.235,2642.705,0.1228,10.0,10.0,400.0,4.0
